"game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code","home_rpm","away_rpm"
"2013-11-25","10:00p","New York Knicks",91,"Portland Trail Blazers",102,2014,"201311250POR",0.98890625,-0.486654166666667
"2013-11-25","8:30p","New Orleans Pelicans",93,"San Antonio Spurs",112,2014,"201311250SAS",2.24982708333333,-0.304886111111111
"2013-11-25","9:00p","Chicago Bulls",83,"Utah Jazz",89,2014,"201311250UTA",-1.28675220125786,0.23273962264151
"2013-11-26","7:30p","Orlando Magic",109,"Atlanta Hawks",92,2014,"201311260ATL",0.187935416666667,-1.72419861111111
"2013-11-26","8:00p","Golden State Warriors",102,"New Orleans Pelicans",101,2014,"201311260NOP",-0.164,0.747721527777778
"2013-11-26","7:00p","Brooklyn Nets",102,"Toronto Raptors",100,2014,"201311260TOR",0.940468055555556,0.395826388888889
"2013-11-26","7:00p","Los Angeles Lakers",111,"Washington Wizards",116,2014,"201311260WAS",0.715022916666667,-1.70952638888889
"2013-11-27","7:30p","Memphis Grizzlies",100,"Boston Celtics",93,2014,"201311270BOS",-0.932833333333333,0.565724305555556
"2013-11-27","7:30p","Los Angeles Lakers",99,"Brooklyn Nets",94,2014,"201311270BRK",0.224050694444445,-1.43133472222222
"2013-11-27","7:00p","Indiana Pacers",99,"Charlotte Bobcats",74,2014,"201311270CHA",-0.409964583333333,0.724719444444445
"2013-11-27","7:30p","Miami Heat",95,"Cleveland Cavaliers",84,2014,"201311270CLE",-1.165775,1.48823472222222
"2013-11-27","8:30p","Golden State Warriors",99,"Dallas Mavericks",103,2014,"201311270DAL",0.944297222222222,1.26155
"2013-11-27","7:30p","Chicago Bulls",99,"Detroit Pistons",79,2014,"201311270DET",-0.873432638888889,0.0351520833333335
"2013-11-27","8:00p","Atlanta Hawks",84,"Houston Rockets",113,2014,"201311270HOU",0.549311805555555,-1.70301527777778
"2013-11-27","10:30p","New York Knicks",80,"Los Angeles Clippers",93,2014,"201311270LAC",1.68926388888889,-0.145304166666667
"2013-11-27","8:00p","Washington Wizards",100,"Milwaukee Bucks",92,2014,"201311270MIL",-2.36316918238994,0.659141509433962
"2013-11-27","8:00p","Denver Nuggets",117,"Minnesota Timberwolves",110,2014,"201311270MIN",1.76378333333333,-0.128154166666667
"2013-11-27","8:00p","San Antonio Spurs",88,"Oklahoma City Thunder",94,2014,"201311270OKC",2.53805833333333,2.97221180555556
"2013-11-27","7:00p","Philadelphia 76ers",94,"Orlando Magic",105,2014,"201311270ORL",-1.80809027777778,-1.53754305555556
"2013-11-27","9:00p","Portland Trail Blazers",106,"Phoenix Suns",120,2014,"201311270PHO",0.580181944444444,0.439186111111111
"2013-11-29","7:30p","Dallas Mavericks",87,"Atlanta Hawks",88,2014,"201311290ATL",0.111475694444444,1.01636527777778
"2013-11-29","7:30p","Cleveland Cavaliers",86,"Boston Celtics",103,2014,"201311290BOS",-1.29063402777778,-1.26184513888889
"2013-11-29","7:00p","Milwaukee Bucks",76,"Charlotte Bobcats",92,2014,"201311290CHA",-1.17973611111111,-2.32059583333333
"2013-11-29","9:00p","New York Knicks",95,"Denver Nuggets",97,2014,"201311290DEN",-0.382013888888889,-0.0517791666666668
"2013-11-29","7:30p","Los Angeles Lakers",106,"Detroit Pistons",102,2014,"201311290DET",-0.615129861111111,-1.52604027777778
"2013-11-29","8:00p","Brooklyn Nets",95,"Houston Rockets",114,2014,"201311290HOU",0.595383333333333,-0.763315277777778
"2013-11-29","8:00p","Washington Wizards",73,"Indiana Pacers",93,2014,"201311290IND",0.879075694444445,-0.225992361111111
"2013-11-29","8:00p","Golden State Warriors",112,"Oklahoma City Thunder",113,2014,"201311290OKC",2.72459874213836,1.03784968553459
"2013-11-29","7:00p","San Antonio Spurs",109,"Orlando Magic",91,2014,"201311290ORL",-2.13799722222222,1.75919861111111
"2013-11-29","8:00p","New Orleans Pelicans",121,"Philadelphia 76ers",105,2014,"201311290PHI",-2.39496388888889,-0.522147916666667
"2013-11-29","10:00p","Los Angeles Clippers",104,"Sacramento Kings",98,2014,"201311290SAC",-0.741385534591195,0.574162893081761
"2013-11-29","7:00p","Miami Heat",90,"Toronto Raptors",83,2014,"201311290TOR",0.719159027777778,1.59043611111111
"2013-11-29","9:00p","Phoenix Suns",112,"Utah Jazz",101,2014,"201311290UTA",-1.58952569444444,0.909306944444444
"2013-11-30","7:30p","Chicago Bulls",93,"Cleveland Cavaliers",97,2014,"201311300CLE",-1.22570555555556,0.422679166666667
"2013-11-30","8:30p","Minnesota Timberwolves",112,"Dallas Mavericks",106,2014,"201311300DAL",0.709454166666667,1.31557569444444
"2013-11-30","8:00p","Brooklyn Nets",97,"Memphis Grizzlies",88,2014,"201311300MEM",-0.0167958333333333,0.433395833333333
"2013-11-30","9:00p","Boston Celtics",85,"Milwaukee Bucks",92,2014,"201311300MIL",-2.5200125,-1.06105138888889
"2013-11-30","9:00p","Utah Jazz",112,"Phoenix Suns",104,2014,"201311300PHO",1.15604791666667,-1.36117916666667
"2013-11-30","8:30p","Houston Rockets",112,"San Antonio Spurs",106,2014,"201311300SAS",2.90256666666667,1.5672125
"2013-11-30","7:00p","Atlanta Hawks",101,"Washington Wizards",108,2014,"201311300WAS",0.800965972222222,-0.110427777777778
"2013-12-01","3:30p","Philadelphia 76ers",100,"Detroit Pistons",115,2014,"201312010DET",-0.748108333333333,-2.22262916666667
"2013-12-01","3:30p","Indiana Pacers",105,"Los Angeles Clippers",100,2014,"201312010LAC",1.70108888888889,1.39973819444444
"2013-12-01","9:30p","Portland Trail Blazers",114,"Los Angeles Lakers",108,2014,"201312010LAL",-1.47570069444444,0.849288888888889
"2013-12-01","6:00p","Charlotte Bobcats",98,"Miami Heat",99,2014,"201312010MIA",2.03600833333333,-0.449713888888889
"2013-12-01","7:30p","New Orleans Pelicans",103,"New York Knicks",99,2014,"201312010NYK",0.119141666666667,-0.570288888888889
"2013-12-01","7:00p","Minnesota Timberwolves",103,"Oklahoma City Thunder",113,2014,"201312010OKC",2.55940416666667,1.27839375
"2013-12-01","6:00p","Golden State Warriors",115,"Sacramento Kings",113,2014,"201312010SAC",-0.293470138888889,1.03929722222222
"2013-12-01","1:00p","Denver Nuggets",112,"Toronto Raptors",98,2014,"201312010TOR",0.205895833333333,-0.118182638888889
"2013-12-02","8:00p","New Orleans Pelicans",131,"Chicago Bulls",128,2014,"201312020CHI",1.43079206349206,-0.21128253968254
"2013-12-02","10:00p","Indiana Pacers",102,"Portland Trail Blazers",106,2014,"201312020POR",0.9530625,1.39846736111111
"2013-12-02","8:30p","Atlanta Hawks",100,"San Antonio Spurs",102,2014,"201312020SAS",2.81076111111111,0.0919854166666666
"2013-12-02","9:00p","Houston Rockets",103,"Utah Jazz",109,2014,"201312020UTA",-1.20649930555556,0.998740972222222
"2013-12-02","7:00p","Orlando Magic",80,"Washington Wizards",98,2014,"201312020WAS",0.10429375,-2.33735833333333
"2013-12-03","7:30p","Milwaukee Bucks",100,"Boston Celtics",108,2014,"201312030BOS",-0.881331944444444,-2.44438680555556
"2013-12-03","7:30p","Denver Nuggets",111,"Brooklyn Nets",87,2014,"201312030BRK",-0.178023611111111,-0.309570833333333
"2013-12-03","8:30p","Charlotte Bobcats",82,"Dallas Mavericks",89,2014,"201312030DAL",0.82783125,0.112267361111111
"2013-12-03","10:30p","Toronto Raptors",103,"Golden State Warriors",112,2014,"201312030GSW",1.43250694444444,0.762242361111111
"2013-12-03","8:00p","Phoenix Suns",91,"Memphis Grizzlies",110,2014,"201312030MEM",-0.116584722222222,0.778215277777778
"2013-12-03","7:30p","Detroit Pistons",107,"Miami Heat",97,2014,"201312030MIA",1.10499722222222,-0.589394444444444
"2013-12-03","7:00p","Orlando Magic",125,"Philadelphia 76ers",126,2014,"201312030PHI",-2.13718045977011,-2.27836034482759
"2013-12-03","10:00p","Oklahoma City Thunder",97,"Sacramento Kings",95,2014,"201312030SAC",-0.535097916666667,2.46315902777778
"2013-12-04","7:30p","Los Angeles Clippers",97,"Atlanta Hawks",107,2014,"201312040ATL",0.784703472222222,1.71151388888889
"2013-12-04","7:00p","Denver Nuggets",88,"Cleveland Cavaliers",98,2014,"201312040CLE",-1.09394930555556,-0.236655555555556
"2013-12-04","8:00p","Phoenix Suns",97,"Houston Rockets",88,2014,"201312040HOU",0.787348611111111,1.55323333333333
"2013-12-04","8:00p","Detroit Pistons",105,"Milwaukee Bucks",98,2014,"201312040MIL",-2.56169930555556,-0.571393055555556
"2013-12-04","8:00p","Dallas Mavericks",100,"New Orleans Pelicans",97,2014,"201312040NOP",-0.294963888888889,0.793936805555556
"2013-12-04","10:00p","Oklahoma City Thunder",104,"Portland Trail Blazers",111,2014,"201312040POR",0.911465972222222,2.3009
"2013-12-04","9:00p","Indiana Pacers",95,"Utah Jazz",86,2014,"201312040UTA",-1.70716666666667,1.32417986111111
"2013-12-05","7:00p","New York Knicks",113,"Brooklyn Nets",83,2014,"201312050BRK",0.116506944444444,-0.100443055555556
"2013-12-05","9:30p","Miami Heat",87,"Chicago Bulls",107,2014,"201312050CHI",-0.00626041666666645,0.163576388888889
"2013-12-05","8:00p","Los Angeles Clippers",101,"Memphis Grizzlies",81,2014,"201312050MEM",0.0561513888888889,1.30281111111111
"2013-12-06","7:30p","Cleveland Cavaliers",89,"Atlanta Hawks",108,2014,"201312060ATL",0.662266666666667,-0.747877083333333
"2013-12-06","7:30p","Denver Nuggets",98,"Boston Celtics",106,2014,"201312060BOS",-1.17496875,-0.287290972222222
"2013-12-06","7:00p","Philadelphia 76ers",88,"Charlotte Bobcats",105,2014,"201312060CHA",-0.90145,-2.32773194444444
"2013-12-06","8:00p","Golden State Warriors",83,"Houston Rockets",105,2014,"201312060HOU",1.23577916666667,0.17679375
"2013-12-06","8:00p","Oklahoma City Thunder",109,"New Orleans Pelicans",95,2014,"201312060NOP",-0.257896527777778,2.87450208333333
"2013-12-06","7:30p","Orlando Magic",83,"New York Knicks",121,2014,"201312060NYK",0.338154861111111,-2.00692777777778
"2013-12-06","9:00p","Toronto Raptors",97,"Phoenix Suns",106,2014,"201312060PHO",0.838259722222222,1.10405
"2013-12-06","10:00p","Utah Jazz",98,"Portland Trail Blazers",130,2014,"201312060POR",-0.185518055555556,-2.02009791666667
"2013-12-06","10:00p","Los Angeles Lakers",106,"Sacramento Kings",100,2014,"201312060SAC",-0.587541666666667,-1.40965347222222
"2013-12-06","7:00p","Milwaukee Bucks",109,"Washington Wizards",105,2014,"201312060WAS",0.315909433962264,-2.36759685534591
"2013-12-07","8:00p","Detroit Pistons",92,"Chicago Bulls",75,2014,"201312070CHI",-0.491920138888889,-0.530613194444444
"2013-12-07","7:30p","Los Angeles Clippers",82,"Cleveland Cavaliers",88,2014,"201312070CLE",-0.899045833333333,1.90740347222222
"2013-12-07","8:00p","Golden State Warriors",108,"Memphis Grizzlies",82,2014,"201312070MEM",0.0543548611111112,1.29382777777778
"2013-12-07","8:30p","Brooklyn Nets",90,"Milwaukee Bucks",82,2014,"201312070MIL",-2.41002291666667,0.547238194444445
"2013-12-07","8:00p","Miami Heat",103,"Minnesota Timberwolves",82,2014,"201312070MIN",0.393311805555556,1.59809375
"2013-12-07","7:00p","Denver Nuggets",103,"Philadelphia 76ers",92,2014,"201312070PHI",-2.27898125,-1.05667291666667
"2013-12-07","10:00p","Dallas Mavericks",108,"Portland Trail Blazers",106,2014,"201312070POR",1.0492,0.840526388888889
"2013-12-07","8:30p","Indiana Pacers",111,"San Antonio Spurs",100,2014,"201312070SAS",2.55615555555556,1.01947777777778
"2013-12-07","9:00p","Sacramento Kings",112,"Utah Jazz",102,2014,"201312070UTA",-1.70027987421384,-0.652393081761006
"2013-12-08","6:00p","Miami Heat",110,"Detroit Pistons",95,2014,"201312080DET",-0.77926875,1.86020486111111
"2013-12-08","7:00p","Orlando Magic",88,"Houston Rockets",98,2014,"201312080HOU",1.40105069444444,-2.04620763888889
"2013-12-08","9:30p","Toronto Raptors",106,"Los Angeles Lakers",94,2014,"201312080LAL",-0.969474305555555,1.00065694444444
"2013-12-08","12:00a","Boston Celtics",114,"New York Knicks",73,2014,"201312080NYK",-0.077320138888889,-1.03672638888889
"2013-12-08","7:00p","Indiana Pacers",94,"Oklahoma City Thunder",118,2014,"201312080OKC",2.04909583333333,0.665553472222222
"2013-12-09","7:00p","Golden State Warriors",111,"Charlotte Bobcats",115,2014,"201312090CHA",0.141388194444445,1.57419583333333
"2013-12-09","8:00p","Orlando Magic",85,"Memphis Grizzlies",94,2014,"201312090MEM",-0.030542361111111,-1.71188680555556
"2013-12-09","7:00p","Los Angeles Clippers",94,"Philadelphia 76ers",83,2014,"201312090PHI",-2.17430347222222,1.88001805555556
"2013-12-09","10:00p","Dallas Mavericks",97,"Sacramento Kings",112,2014,"201312090SAC",-1.19998541666667,0.614388194444444
"2013-12-09","9:00p","Portland Trail Blazers",105,"Utah Jazz",94,2014,"201312090UTA",-1.92169513888889,0.776001388888889
"2013-12-09","7:00p","Denver Nuggets",75,"Washington Wizards",74,2014,"201312090WAS",-0.0633055555555555,-0.908298611111111
"2013-12-10","7:30p","Oklahoma City Thunder",101,"Atlanta Hawks",92,2014,"201312100ATL",0.713192361111111,2.34319027777778
"2013-12-10","7:30p","Boston Celtics",96,"Brooklyn Nets",104,2014,"201312100BRK",1.38348402777778,-0.6958875
"2013-12-10","8:00p","Milwaukee Bucks",78,"Chicago Bulls",74,2014,"201312100CHI",-1.20905625,-2.49795763888889
"2013-12-10","7:00p","New York Knicks",94,"Cleveland Cavaliers",109,2014,"201312100CLE",-0.902484027777778,-0.180236805555556
"2013-12-10","7:30p","Minnesota Timberwolves",121,"Detroit Pistons",94,2014,"201312100DET",-0.858359027777778,1.11632916666667
"2013-12-10","7:00p","Miami Heat",84,"Indiana Pacers",90,2014,"201312100IND",1.39188055555556,2.23298472222222
"2013-12-10","10:30p","Phoenix Suns",114,"Los Angeles Lakers",108,2014,"201312100LAL",-0.902945833333333,1.06256736111111
"2013-12-10","7:00p","San Antonio Spurs",116,"Toronto Raptors",103,2014,"201312100TOR",0.508073611111111,2.07299861111111
"2013-12-11","7:30p","Los Angeles Clippers",96,"Boston Celtics",88,2014,"201312110BOS",-1.00913541666667,1.97497708333333
"2013-12-11","7:00p","Orlando Magic",92,"Charlotte Bobcats",83,2014,"201312110CHA",-0.689530555555556,-1.41579791666667
"2013-12-11","10:30p","Dallas Mavericks",93,"Golden State Warriors",95,2014,"201312110GSW",1.65230208333333,0.977970833333333
"2013-12-11","8:00p","Oklahoma City Thunder",116,"Memphis Grizzlies",100,2014,"201312110MEM",0.0499770833333333,1.83101319444444
"2013-12-11","8:00p","San Antonio Spurs",109,"Milwaukee Bucks",77,2014,"201312110MIL",-2.02882013888889,1.57461736111111
"2013-12-11","8:00p","Philadelphia 76ers",99,"Minnesota Timberwolves",106,2014,"201312110MIN",1.69750486111111,-2.0981625
"2013-12-11","8:00p","Detroit Pistons",106,"New Orleans Pelicans",111,2014,"201312110NOP",-0.238512578616352,-0.608422641509434
"2013-12-11","8:00p","Chicago Bulls",78,"New York Knicks",83,2014,"201312110NYK",-0.103260416666667,-0.33020625
"2013-12-11","10:00p","Utah Jazz",122,"Sacramento Kings",101,2014,"201312110SAC",-1.35566944444444,-1.70409652777778
"2013-12-12","8:00p","Los Angeles Clippers",93,"Brooklyn Nets",102,2014,"201312120BRK",0.747709027777778,1.26827847222222
"2013-12-12","10:30p","Houston Rockets",104,"Portland Trail Blazers",111,2014,"201312120POR",1.16164097222222,1.81977361111111
"2013-12-13","7:30p","Washington Wizards",99,"Atlanta Hawks",101,2014,"201312130ATL",1.01536037735849,-0.137487421383648
"2013-12-13","7:30p","New York Knicks",86,"Boston Celtics",90,2014,"201312130BOS",-0.9251625,-0.187852083333333
"2013-12-13","9:00p","Utah Jazz",103,"Denver Nuggets",93,2014,"201312130DEN",-0.253454166666667,-1.3264125
"2013-12-13","7:30p","Brooklyn Nets",99,"Detroit Pistons",103,2014,"201312130DET",-0.453695833333333,0.800817361111111
"2013-12-13","10:30p","Houston Rockets",116,"Golden State Warriors",112,2014,"201312130GSW",1.23421736111111,1.31924375
"2013-12-13","7:00p","Charlotte Bobcats",94,"Indiana Pacers",99,2014,"201312130IND",0.940686805555556,-1.08549097222222
"2013-12-13","8:30p","Chicago Bulls",91,"Milwaukee Bucks",90,2014,"201312130MIL",-2.34130347222222,0.342884027777778
"2013-12-13","8:00p","Memphis Grizzlies",98,"New Orleans Pelicans",104,2014,"201312130NOP",-0.184277777777778,0.13009375
"2013-12-13","8:00p","Los Angeles Lakers",97,"Oklahoma City Thunder",122,2014,"201312130OKC",1.31770069444444,-1.03095972222222
"2013-12-13","7:00p","Cleveland Cavaliers",109,"Orlando Magic",100,2014,"201312130ORL",-1.2320875,-0.397160416666667
"2013-12-13","9:00p","Sacramento Kings",107,"Phoenix Suns",116,2014,"201312130PHO",1.39570555555556,-0.857944444444445
"2013-12-13","8:30p","Minnesota Timberwolves",110,"San Antonio Spurs",117,2014,"201312130SAS",2.30460277777778,1.72229722222222
"2013-12-13","7:00p","Philadelphia 76ers",100,"Toronto Raptors",108,2014,"201312130TOR",0.6459,-2.18190972222222
"2013-12-14","7:00p","Los Angeles Lakers",88,"Charlotte Bobcats",85,2014,"201312140CHA",-0.864832638888889,-1.14014097222222
"2013-12-14","8:00p","Toronto Raptors",99,"Chicago Bulls",77,2014,"201312140CHI",0.338298611111111,0.449004166666667
"2013-12-14","8:30p","Milwaukee Bucks",93,"Dallas Mavericks",106,2014,"201312140DAL",-0.145927777777778,-2.33354305555556
"2013-12-14","7:30p","Cleveland Cavaliers",107,"Miami Heat",114,2014,"201312140MIA",2.18876944444444,-0.695959722222222
"2013-12-14","7:30p","Atlanta Hawks",106,"New York Knicks",111,2014,"201312140NYK",-0.137575,0.753831944444444
"2013-12-14","8:00p","Portland Trail Blazers",139,"Philadelphia 76ers",105,2014,"201312140PHI",-2.44335,-0.0234618055555556
"2013-12-14","9:00p","San Antonio Spurs",100,"Utah Jazz",84,2014,"201312140UTA",-1.37905347222222,2.34358402777778
"2013-12-14","7:00p","Los Angeles Clippers",113,"Washington Wizards",97,2014,"201312140WAS",-0.0304249999999999,1.70254861111111
"2013-12-15","8:00p","New Orleans Pelicans",93,"Denver Nuggets",102,2014,"201312150DEN",-0.507030555555556,-0.369157638888889
"2013-12-15","6:00p","Portland Trail Blazers",111,"Detroit Pistons",109,2014,"201312150DET",-0.556480503144654,1.17017295597484
"2013-12-15","6:00p","Minnesota Timberwolves",101,"Memphis Grizzlies",93,2014,"201312150MEM",0.418845833333333,1.43822777777778
"2013-12-15","7:00p","Orlando Magic",98,"Oklahoma City Thunder",101,2014,"201312150OKC",1.87731041666667,-1.48058263888889
"2013-12-15","8:00p","Golden State Warriors",102,"Phoenix Suns",106,2014,"201312150PHO",1.34006111111111,1.36440486111111
"2013-12-15","6:00p","Houston Rockets",91,"Sacramento Kings",106,2014,"201312150SAC",-0.562173611111111,0.994306944444444
"2013-12-16","7:30p","Los Angeles Lakers",100,"Atlanta Hawks",114,2014,"201312160ATL",0.693544444444444,-0.983317361111111
"2013-12-16","7:30p","Minnesota Timberwolves",97,"Boston Celtics",101,2014,"201312160BOS",-0.875359027777778,0.837200694444444
"2013-12-16","7:30p","Philadelphia 76ers",94,"Brooklyn Nets",130,2014,"201312160BRK",0.419404861111111,-2.33833402777778
"2013-12-16","8:00p","Orlando Magic",83,"Chicago Bulls",82,2014,"201312160CHI",0.615745138888889,-1.27191388888889
"2013-12-16","7:00p","Detroit Pistons",101,"Indiana Pacers",96,2014,"201312160IND",1.03651875,-0.568828472222222
"2013-12-16","10:30p","San Antonio Spurs",92,"Los Angeles Clippers",115,2014,"201312160LAC",1.76019930555556,2.53142708333333
"2013-12-16","7:30p","Utah Jazz",94,"Miami Heat",117,2014,"201312160MIA",1.74605138888889,-1.49215486111111
"2013-12-16","7:30p","Washington Wizards",102,"New York Knicks",101,2014,"201312160NYK",-0.231561111111111,-0.0151687499999999
"2013-12-17","7:00p","Sacramento Kings",87,"Charlotte Bobcats",95,2014,"201312170CHA",-1.07999652777778,-0.939547222222222
"2013-12-17","7:00p","Portland Trail Blazers",119,"Cleveland Cavaliers",116,2014,"201312170CLE",-0.824992361111111,0.733365972222222
"2013-12-17","9:00p","Oklahoma City Thunder",105,"Denver Nuggets",93,2014,"201312170DEN",-0.438815972222222,2.563525
"2013-12-17","10:30p","New Orleans Pelicans",93,"Golden State Warriors",104,2014,"201312170GSW",1.38312847222222,-0.418836805555556
"2013-12-17","8:00p","Los Angeles Lakers",96,"Memphis Grizzlies",92,2014,"201312170MEM",-0.668596527777778,-0.779411805555556
"2013-12-18","7:30p","Sacramento Kings",107,"Atlanta Hawks",124,2014,"201312180ATL",0.616671527777778,-0.914577083333333
"2013-12-18","7:30p","Detroit Pistons",107,"Boston Celtics",106,2014,"201312180BOS",-0.896884722222222,-0.620097916666667
"2013-12-18","7:30p","Washington Wizards",113,"Brooklyn Nets",107,2014,"201312180BRK",1.72816736111111,0.389736805555556
"2013-12-18","8:30p","Memphis Grizzlies",91,"Dallas Mavericks",105,2014,"201312180DAL",0.935890277777778,-0.646757638888889
"2013-12-18","9:30p","Chicago Bulls",94,"Houston Rockets",109,2014,"201312180HOU",1.14922291666667,0.456711805555556
