"","game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code"
"2514",2009-11-03,"7:30p","Orlando Magic",80,"Detroit Pistons",85,2010,"200911030DET"
"2515",2009-11-03,"7:00p","Denver Nuggets",111,"Indiana Pacers",93,2010,"200911030IND"
"2516",2009-11-03,"7:30p","Phoenix Suns",104,"Miami Heat",96,2010,"200911030MIA"
"2517",2009-11-03,"8:00p","Los Angeles Lakers",101,"Oklahoma City Thunder",98,2010,"200911030OKC"
"2518",2009-11-03,"7:00p","Boston Celtics",105,"Philadelphia 76ers",74,2010,"200911030PHI"
"2519",2009-11-03,"10:00p","Atlanta Hawks",97,"Portland Trail Blazers",91,2010,"200911030POR"
"2520",2009-11-04,"10:30p","Memphis Grizzlies",105,"Golden State Warriors",113,2010,"200911040GSW"
"2521",2009-11-04,"8:30p","Los Angeles Lakers",103,"Houston Rockets",102,2010,"200911040HOU"
"2522",2009-11-04,"8:00p","Boston Celtics",92,"Minnesota Timberwolves",90,2010,"200911040MIN"
"2523",2009-11-04,"7:30p","Denver Nuggets",122,"New Jersey Nets",94,2010,"200911040NA"
"2524",2009-11-04,"9:30p","Dallas Mavericks",107,"New Orleans Hornets",114,2010,"200911040NA"
"2525",2009-11-04,"7:30p","Indiana Pacers",101,"New York Knicks",89,2010,"200911040NYK"
"2526",2009-11-04,"7:00p","Phoenix Suns",100,"Orlando Magic",122,2010,"200911040ORL"
"2527",2009-11-04,"10:00p","Atlanta Hawks",113,"Sacramento Kings",105,2010,"200911040SAC"
"2528",2009-11-04,"7:00p","Detroit Pistons",99,"Toronto Raptors",110,2010,"200911040TOR"
"2529",2009-11-04,"7:00p","Miami Heat",93,"Washington Wizards",89,2010,"200911040WAS"
"2530",2009-11-05,"8:00p","Chicago Bulls",86,"Cleveland Cavaliers",85,2010,"200911050CLE"
"2531",2009-11-05,"10:30p","San Antonio Spurs",99,"Utah Jazz",113,2010,"200911050UTA"
"2532",2009-11-06,"7:30p","Phoenix Suns",110,"Boston Celtics",103,2010,"200911060BOS"
"2533",2009-11-06,"7:00p","Atlanta Hawks",83,"Charlotte Bobcats",103,2010,"200911060CHA"
"2534",2009-11-06,"10:30p","Los Angeles Clippers",118,"Golden State Warriors",90,2010,"200911060GSW"
"2535",2009-11-06,"8:30p","Oklahoma City Thunder",94,"Houston Rockets",105,2010,"200911060HOU"
"2536",2009-11-06,"7:00p","Washington Wizards",86,"Indiana Pacers",102,2010,"200911060IND"
"2537",2009-11-06,"10:30p","Memphis Grizzlies",98,"Los Angeles Lakers",114,2010,"200911060LAL"
"2538",2009-11-06,"7:30p","Denver Nuggets",88,"Miami Heat",96,2010,"200911060MIA"
"2539",2009-11-06,"8:00p","Milwaukee Bucks",87,"Minnesota Timberwolves",72,2010,"200911060MIN"
"2540",2009-11-06,"8:00p","Toronto Raptors",107,"New Orleans Hornets",90,2010,"200911060NA"
"2541",2009-11-06,"8:00p","Cleveland Cavaliers",100,"New York Knicks",91,2010,"200911060NYK"
"2542",2009-11-06,"7:00p","Detroit Pistons",103,"Orlando Magic",110,2010,"200911060ORL"
"2543",2009-11-06,"7:00p","New Jersey Nets",94,"Philadelphia 76ers",97,2010,"200911060PHI"
"2544",2009-11-06,"10:30p","San Antonio Spurs",84,"Portland Trail Blazers",96,2010,"200911060POR"
"2545",2009-11-07,"7:00p","Denver Nuggets",100,"Atlanta Hawks",125,2010,"200911070ATL"
"2546",2009-11-07,"8:00p","Charlotte Bobcats",90,"Chicago Bulls",93,2010,"200911070CHI"
"2547",2009-11-07,"8:30p","Toronto Raptors",101,"Dallas Mavericks",129,2010,"200911070DAL"
"2548",2009-11-07,"10:30p","Memphis Grizzlies",110,"Los Angeles Clippers",113,2010,"200911070LAC"
"2549",2009-11-07,"8:30p","New York Knicks",87,"Milwaukee Bucks",102,2010,"200911070MIL"
"2550",2009-11-07,"7:30p","Boston Celtics",86,"New Jersey Nets",76,2010,"200911070NA"
"2551",2009-11-07,"9:00p","Sacramento Kings",104,"Utah Jazz",99,2010,"200911070UTA"
"2552",2009-11-08,"1:00p","Philadelphia 76ers",81,"Detroit Pistons",88,2010,"200911080DET"
"2553",2009-11-08,"9:30p","New Orleans Hornets",88,"Los Angeles Lakers",104,2010,"200911080LAL"
"2554",2009-11-08,"7:00p","Orlando Magic",74,"Oklahoma City Thunder",102,2010,"200911080OKC"
"2555",2009-11-08,"9:00p","Minnesota Timberwolves",93,"Portland Trail Blazers",116,2010,"200911080POR"
"2556",2009-11-08,"9:00p","Golden State Warriors",107,"Sacramento Kings",120,2010,"200911080SAC"
"2557",2009-11-08,"1:00p","Phoenix Suns",102,"Washington Wizards",90,2010,"200911080WAS"
"2558",2009-11-09,"10:30p","Minnesota Timberwolves",105,"Golden State Warriors",146,2010,"200911090GSW"
"2559",2009-11-09,"10:30p","New Orleans Hornets",112,"Los Angeles Clippers",84,2010,"200911090LAC"
"2560",2009-11-09,"7:30p","Utah Jazz",95,"New York Knicks",93,2010,"200911090NYK"
"2561",2009-11-09,"7:00p","Phoenix Suns",119,"Philadelphia 76ers",115,2010,"200911090PHI"
"2562",2009-11-09,"8:30p","Toronto Raptors",124,"San Antonio Spurs",131,2010,"200911090SAS"
"2563",2009-11-10,"7:00p","Orlando Magic",93,"Charlotte Bobcats",81,2010,"200911100CHA"
"2564",2009-11-10,"8:00p","Denver Nuggets",90,"Chicago Bulls",89,2010,"200911100CHI"
"2565",2009-11-10,"8:30p","Houston Rockets",103,"Dallas Mavericks",121,2010,"200911100DAL"
"2566",2009-11-10,"8:00p","Portland Trail Blazers",93,"Memphis Grizzlies",79,2010,"200911100MEM"
"2567",2009-11-10,"7:30p","Washington Wizards",76,"Miami Heat",90,2010,"200911100MIA"
"2568",2009-11-10,"10:00p","Oklahoma City Thunder",98,"Sacramento Kings",101,2010,"200911100SAC"
"2569",2009-11-11,"7:30p","Utah Jazz",86,"Boston Celtics",105,2010,"200911110BOS"
"2570",2009-11-11,"7:30p","Charlotte Bobcats",75,"Detroit Pistons",98,2010,"200911110DET"
"2571",2009-11-11,"8:30p","Memphis Grizzlies",79,"Houston Rockets",104,2010,"200911110HOU"
"2572",2009-11-11,"7:00p","Golden State Warriors",94,"Indiana Pacers",108,2010,"200911110IND"
"2573",2009-11-11,"10:30p","Oklahoma City Thunder",83,"Los Angeles Clippers",79,2010,"200911110LAC"
"2574",2009-11-11,"8:00p","Denver Nuggets",102,"Milwaukee Bucks",108,2010,"200911110MIL"
"2575",2009-11-11,"8:00p","Portland Trail Blazers",107,"Minnesota Timberwolves",84,2010,"200911110MIN"
"2576",2009-11-11,"7:30p","Philadelphia 76ers",82,"New Jersey Nets",79,2010,"200911110NA"
"2577",2009-11-11,"7:30p","Atlanta Hawks",114,"New York Knicks",101,2010,"200911110NYK"
"2578",2009-11-11,"8:00p","Cleveland Cavaliers",102,"Orlando Magic",93,2010,"200911110ORL"
"2579",2009-11-11,"10:30p","New Orleans Hornets",104,"Phoenix Suns",124,2010,"200911110PHO"
"2580",2009-11-11,"8:30p","Dallas Mavericks",83,"San Antonio Spurs",92,2010,"200911110SAS"
"2581",2009-11-11,"7:00p","Chicago Bulls",89,"Toronto Raptors",99,2010,"200911110TOR"
"2582",2009-11-12,"10:30p","Phoenix Suns",102,"Los Angeles Lakers",121,2010,"200911120LAL"
"2583",2009-11-12,"8:00p","Cleveland Cavaliers",111,"Miami Heat",104,2010,"200911120MIA"
"2584",2009-11-13,"8:00p","Atlanta Hawks",97,"Boston Celtics",86,2010,"200911130BOS"
"2585",2009-11-13,"10:30p","Los Angeles Lakers",79,"Denver Nuggets",105,2010,"200911130DEN"
"2586",2009-11-13,"10:30p","Toronto Raptors",104,"Los Angeles Clippers",89,2010,"200911130LAC"
"2587",2009-11-13,"8:00p","Dallas Mavericks",89,"Minnesota Timberwolves",77,2010,"200911130MIN"
"2588",2009-11-13,"8:00p","Portland Trail Blazers",86,"New Orleans Hornets",78,2010,"200911130NA"
"2589",2009-11-13,"7:30p","Golden State Warriors",121,"New York Knicks",107,2010,"200911130NYK"
"2590",2009-11-13,"7:00p","New Jersey Nets",72,"Orlando Magic",88,2010,"200911130ORL"
"2591",2009-11-13,"7:00p","Utah Jazz",112,"Philadelphia 76ers",90,2010,"200911130PHI"
"2592",2009-11-13,"10:00p","Houston Rockets",100,"Sacramento Kings",109,2010,"200911130SAC"
"2593",2009-11-14,"7:00p","New Orleans Hornets",98,"Atlanta Hawks",121,2010,"200911140ATL"
"2594",2009-11-14,"7:00p","Portland Trail Blazers",80,"Charlotte Bobcats",74,2010,"200911140CHA"
"2595",2009-11-14,"8:00p","Philadelphia 76ers",88,"Chicago Bulls",94,2010,"200911140CHI"
"2596",2009-11-14,"7:30p","Utah Jazz",103,"Cleveland Cavaliers",107,2010,"200911140CLE"
"2597",2009-11-14,"7:00p","Boston Celtics",104,"Indiana Pacers",113,2010,"200911140IND"
"2598",2009-11-14,"8:00p","Minnesota Timberwolves",87,"Memphis Grizzlies",97,2010,"200911140MEM"
"2599",2009-11-14,"7:30p","New Jersey Nets",80,"Miami Heat",81,2010,"200911140MIA"
"2600",2009-11-14,"8:30p","Golden State Warriors",125,"Milwaukee Bucks",129,2010,"200911140MIL"
"2601",2009-11-14,"8:30p","Oklahoma City Thunder",101,"San Antonio Spurs",98,2010,"200911140SAS"
"2602",2009-11-14,"7:00p","Detroit Pistons",106,"Washington Wizards",103,2010,"200911140WAS"
"2603",2009-11-15,"6:00p","Dallas Mavericks",95,"Detroit Pistons",90,2010,"200911150DET"
"2604",2009-11-15,"9:30p","Houston Rockets",101,"Los Angeles Lakers",91,2010,"200911150LAL"
"2605",2009-11-15,"7:00p","Los Angeles Clippers",101,"Oklahoma City Thunder",93,2010,"200911150OKC"
"2606",2009-11-15,"8:00p","Toronto Raptors",100,"Phoenix Suns",101,2010,"200911150PHO"
"2607",2009-11-16,"7:00p","Portland Trail Blazers",95,"Atlanta Hawks",99,2010,"200911160ATL"
"2608",2009-11-16,"8:00p","Dallas Mavericks",115,"Milwaukee Bucks",113,2010,"200911160MIL"
"2609",2009-11-16,"7:00p","Charlotte Bobcats",91,"Orlando Magic",97,2010,"200911160ORL"
"2610",2009-11-17,"7:00p","Golden State Warriors",108,"Cleveland Cavaliers",114,2010,"200911170CLE"
"2611",2009-11-17,"9:00p","Toronto Raptors",112,"Denver Nuggets",130,2010,"200911170DEN"
"2612",2009-11-17,"8:30p","Phoenix Suns",111,"Houston Rockets",105,2010,"200911170HOU"
"2613",2009-11-17,"10:30p","Detroit Pistons",93,"Los Angeles Lakers",106,2010,"200911170LAL"
"2614",2009-11-17,"7:30p","Oklahoma City Thunder",100,"Miami Heat",87,2010,"200911170MIA"
"2615",2009-11-17,"7:30p","Indiana Pacers",91,"New Jersey Nets",83,2010,"200911170NA"
"2616",2009-11-17,"8:00p","Los Angeles Clippers",102,"New Orleans Hornets",110,2010,"200911170NA"
"2617",2009-11-17,"10:00p","Chicago Bulls",101,"Sacramento Kings",87,2010,"200911170SAC"
"2618",2009-11-18,"7:00p","Miami Heat",90,"Atlanta Hawks",105,2010,"200911180ATL"
"2619",2009-11-18,"7:30p","Golden State Warriors",95,"Boston Celtics",109,2010,"200911180BOS"
"2620",2009-11-18,"9:30p","San Antonio Spurs",94,"Dallas Mavericks",99,2010,"200911180DAL"
"2621",2009-11-18,"7:00p","New York Knicks",110,"Indiana Pacers",103,2010,"200911180IND"
"2622",2009-11-18,"8:00p","Los Angeles Clippers",91,"Memphis Grizzlies",106,2010,"200911180MEM"
"2623",2009-11-18,"8:00p","New Jersey Nets",85,"Milwaukee Bucks",99,2010,"200911180MIL"
"2624",2009-11-18,"8:00p","Houston Rockets",97,"Minnesota Timberwolves",84,2010,"200911180MIN"
"2625",2009-11-18,"7:00p","Oklahoma City Thunder",94,"Orlando Magic",108,2010,"200911180ORL"
"2626",2009-11-18,"7:00p","Charlotte Bobcats",84,"Philadelphia 76ers",86,2010,"200911180PHI"
"2627",2009-11-18,"10:00p","Detroit Pistons",81,"Portland Trail Blazers",87,2010,"200911180POR"
"2628",2009-11-18,"9:00p","Toronto Raptors",91,"Utah Jazz",104,2010,"200911180UTA"
"2629",2009-11-18,"7:00p","Cleveland Cavaliers",91,"Washington Wizards",108,2010,"200911180WAS"
"2630",2009-11-19,"10:30p","Chicago Bulls",93,"Los Angeles Lakers",108,2010,"200911190LAL"
"2631",2009-11-19,"8:00p","Phoenix Suns",103,"New Orleans Hornets",110,2010,"200911190NA"
"2632",2009-11-19,"8:30p","Utah Jazz",90,"San Antonio Spurs",83,2010,"200911190SAS"
"2633",2009-11-20,"7:30p","Houston Rockets",103,"Atlanta Hawks",105,2010,"200911200ATL"
"2634",2009-11-20,"8:00p","Orlando Magic",83,"Boston Celtics",78,2010,"200911200BOS"
"2635",2009-11-20,"8:30p","Sacramento Kings",102,"Dallas Mavericks",104,2010,"200911200DAL"
"2636",2009-11-20,"10:30p","Portland Trail Blazers",94,"Golden State Warriors",108,2010,"200911200GSW"
"2637",2009-11-20,"7:00p","Cleveland Cavaliers",105,"Indiana Pacers",95,2010,"200911200IND"
"2638",2009-11-20,"10:30p","Denver Nuggets",99,"Los Angeles Clippers",106,2010,"200911200LAC"
"2639",2009-11-20,"8:30p","Charlotte Bobcats",88,"Milwaukee Bucks",95,2010,"200911200MIL"
"2640",2009-11-20,"8:00p","Washington Wizards",108,"Oklahoma City Thunder",127,2010,"200911200OKC"
"2641",2009-11-20,"7:00p","Memphis Grizzlies",102,"Philadelphia 76ers",97,2010,"200911200PHI"
"2642",2009-11-20,"7:00p","Miami Heat",113,"Toronto Raptors",120,2010,"200911200TOR"
"2643",2009-11-21,"7:30p","Philadelphia 76ers",91,"Cleveland Cavaliers",97,2010,"200911210CLE"
"2644",2009-11-21,"9:00p","Chicago Bulls",93,"Denver Nuggets",112,2010,"200911210DEN"
"2645",2009-11-21,"8:30p","Sacramento Kings",106,"Houston Rockets",113,2010,"200911210HOU"
"2646",2009-11-21,"8:00p","Milwaukee Bucks",103,"Memphis Grizzlies",98,2010,"200911210MEM"
"2647",2009-11-21,"1:00p","New York Knicks",98,"New Jersey Nets",91,2010,"200911210NA"
"2648",2009-11-21,"8:00p","Atlanta Hawks",88,"New Orleans Hornets",96,2010,"200911210NA"
"2649",2009-11-21,"10:00p","Minnesota Timberwolves",78,"Portland Trail Blazers",106,2010,"200911210POR"
"2650",2009-11-21,"8:30p","Washington Wizards",84,"San Antonio Spurs",106,2010,"200911210SAS"
"2651",2009-11-21,"9:00p","Detroit Pistons",97,"Utah Jazz",100,2010,"200911210UTA"
"2652",2009-11-22,"5:00p","Indiana Pacers",88,"Charlotte Bobcats",104,2010,"200911220CHA"
"2653",2009-11-22,"9:30p","Oklahoma City Thunder",85,"Los Angeles Lakers",101,2010,"200911220LAL"
"2654",2009-11-22,"6:00p","New Orleans Hornets",101,"Miami Heat",102,2010,"200911220MIA"
"2655",2009-11-22,"1:00p","Boston Celtics",107,"New York Knicks",105,2010,"200911220NYK"
"2656",2009-11-22,"8:00p","Detroit Pistons",91,"Phoenix Suns",117,2010,"200911220PHO"
"2657",2009-11-22,"12:30p","Orlando Magic",104,"Toronto Raptors",96,2010,"200911220TOR"
"2658",2009-11-23,"10:30p","Minnesota Timberwolves",87,"Los Angeles Clippers",91,2010,"200911230LAC"
"2659",2009-11-23,"8:00p","Sacramento Kings",105,"Memphis Grizzlies",116,2010,"200911230MEM"
"2660",2009-11-23,"10:00p","Chicago Bulls",98,"Portland Trail Blazers",122,2010,"200911230POR"
"2661",2009-11-23,"8:30p","Milwaukee Bucks",98,"San Antonio Spurs",112,2010,"200911230SAS"
"2662",2009-11-24,"8:30p","Golden State Warriors",111,"Dallas Mavericks",103,2010,"200911240DAL"
"2663",2009-11-24,"9:00p","New Jersey Nets",87,"Denver Nuggets",101,2010,"200911240DEN"
"2664",2009-11-24,"10:30p","New York Knicks",90,"Los Angeles Lakers",100,2010,"200911240LAL"
"2665",2009-11-24,"7:00p","Indiana Pacers",112,"Toronto Raptors",123,2010,"200911240TOR"
"2666",2009-11-24,"9:00p","Oklahoma City Thunder",104,"Utah Jazz",94,2010,"200911240UTA"
"2667",2009-11-24,"7:00p","Philadelphia 76ers",107,"Washington Wizards",108,2010,"200911240WAS"
"2668",2009-11-25,"7:30p","Philadelphia 76ers",110,"Boston Celtics",113,2010,"200911250BOS"
"2669",2009-11-25,"7:00p","Toronto Raptors",81,"Charlotte Bobcats",116,2010,"200911250CHA"
"2670",2009-11-25,"8:00p","Cleveland Cavaliers",98,"Detroit Pistons",88,2010,"200911250DET"
"2671",2009-11-25,"8:30p","Dallas Mavericks",130,"Houston Rockets",99,2010,"200911250HOU"
"2672",2009-11-25,"7:00p","Los Angeles Clippers",73,"Indiana Pacers",86,2010,"200911250IND"
"2673",2009-11-25,"8:00p","Denver Nuggets",124,"Minnesota Timberwolves",111,2010,"200911250MIN"
"2674",2009-11-25,"8:00p","Milwaukee Bucks",99,"New Orleans Hornets",102,2010,"200911250NA"
"2675",2009-11-25,"7:30p","Miami Heat",99,"Orlando Magic",98,2010,"200911250ORL"
"2676",2009-11-25,"9:00p","Memphis Grizzlies",111,"Phoenix Suns",126,2010,"200911250PHO"
"2677",2009-11-25,"10:00p","New Jersey Nets",83,"Portland Trail Blazers",93,2010,"200911250POR"
"2678",2009-11-25,"10:00p","New York Knicks",97,"Sacramento Kings",111,2010,"200911250SAC"
"2679",2009-11-25,"8:30p","Golden State Warriors",104,"San Antonio Spurs",118,2010,"200911250SAS"
"2680",2009-11-26,"8:00p","Orlando Magic",93,"Atlanta Hawks",76,2010,"200911260ATL"
"2681",2009-11-26,"10:30p","Chicago Bulls",86,"Utah Jazz",105,2010,"200911260UTA"
"2682",2009-11-27,"7:30p","Toronto Raptors",103,"Boston Celtics",116,2010,"200911270BOS"
"2683",2009-11-27,"7:00p","Cleveland Cavaliers",87,"Charlotte Bobcats",94,2010,"200911270CHA"
"2684",2009-11-27,"9:00p","New York Knicks",125,"Denver Nuggets",128,2010,"200911270DEN"
"2685",2009-11-27,"8:00p","Los Angeles Clippers",104,"Detroit Pistons",96,2010,"200911270DET"
"2686",2009-11-27,"8:30p","San Antonio Spurs",92,"Houston Rockets",84,2010,"200911270HOU"
"2687",2009-11-27,"8:00p","Dallas Mavericks",113,"Indiana Pacers",92,2010,"200911270IND"
"2688",2009-11-27,"7:00p","Washington Wizards",94,"Miami Heat",84,2010,"200911270MIA"
"2689",2009-11-27,"9:30p","Phoenix Suns",120,"Minnesota Timberwolves",95,2010,"200911270MIN"
"2690",2009-11-27,"9:30p","Milwaukee Bucks",90,"Oklahoma City Thunder",108,2010,"200911270OKC"
"2691",2009-11-27,"7:30p","Atlanta Hawks",100,"Philadelphia 76ers",86,2010,"200911270PHI"
"2692",2009-11-27,"10:00p","Memphis Grizzlies",106,"Portland Trail Blazers",96,2010,"200911270POR"
"2693",2009-11-27,"10:00p","New Jersey Nets",96,"Sacramento Kings",109,2010,"200911270SAC"
"2694",2009-11-28,"7:30p","Dallas Mavericks",95,"Cleveland Cavaliers",111,2010,"200911280CLE"
"2695",2009-11-28,"10:30p","Los Angeles Lakers",130,"Golden State Warriors",97,2010,"200911280GSW"
"2696",2009-11-28,"9:00p","Orlando Magic",100,"Milwaukee Bucks",98,2010,"200911280MIL"
"2697",2009-11-28,"9:00p","Portland Trail Blazers",92,"Utah Jazz",108,2010,"200911280UTA"
"2698",2009-11-28,"7:00p","Charlotte Bobcats",92,"Washington Wizards",76,2010,"200911280WAS"
"2699",2009-11-29,"8:00p","Minnesota Timberwolves",106,"Denver Nuggets",100,2010,"200911290DEN"
"2700",2009-11-29,"1:00p","Atlanta Hawks",88,"Detroit Pistons",94,2010,"200911290DET"
"2701",2009-11-29,"3:30p","Memphis Grizzlies",88,"Los Angeles Clippers",98,2010,"200911290LAC"
"2702",2009-11-29,"9:30p","New Jersey Nets",87,"Los Angeles Lakers",106,2010,"200911290LAL"
"2703",2009-11-29,"6:00p","Boston Celtics",92,"Miami Heat",85,2010,"200911290MIA"
"2704",2009-11-29,"6:00p","Orlando Magic",114,"New York Knicks",102,2010,"200911290NYK"
"2705",2009-11-29,"7:00p","Houston Rockets",100,"Oklahoma City Thunder",91,2010,"200911290OKC"
"2706",2009-11-29,"9:00p","New Orleans Hornets",96,"Sacramento Kings",112,2010,"200911290SAC"
"2707",2009-11-29,"7:00p","Philadelphia 76ers",89,"San Antonio Spurs",97,2010,"200911290SAS"
"2708",2009-11-29,"1:00p","Phoenix Suns",113,"Toronto Raptors",94,2010,"200911290TOR"
"2709",2009-11-30,"8:30p","Philadelphia 76ers",102,"Dallas Mavericks",104,2010,"200911300DAL"
"2710",2009-11-30,"10:30p","Indiana Pacers",107,"Golden State Warriors",126,2010,"200911300GSW"
"2711",2009-11-30,"8:00p","Chicago Bulls",97,"Milwaukee Bucks",99,2010,"200911300MIL"
"2712",2009-11-30,"9:00p","Memphis Grizzlies",93,"Utah Jazz",120,2010,"200911300UTA"
"2713",2009-12-01,"7:00p","Boston Celtics",108,"Charlotte Bobcats",90,2010,"200912010CHA"
"2714",2009-12-01,"9:00p","Golden State Warriors",107,"Denver Nuggets",135,2010,"200912010DEN"
"2715",2009-12-01,"10:30p","New Orleans Hornets",99,"Los Angeles Lakers",110,2010,"200912010LAL"
"2716",2009-12-01,"7:30p","Phoenix Suns",99,"New York Knicks",126,2010,"200912010NYK"
"2717",2009-12-01,"10:00p","Miami Heat",107,"Portland Trail Blazers",100,2010,"200912010POR"
"2718",2009-12-01,"7:00p","Washington Wizards",106,"Toronto Raptors",102,2010,"200912010TOR"
"2719",2009-12-02,"7:00p","Toronto Raptors",115,"Atlanta Hawks",146,2010,"200912020ATL"
"2720",2009-12-02,"8:00p","Detroit Pistons",85,"Chicago Bulls",92,2010,"200912020CHI"
"2721",2009-12-02,"7:00p","Phoenix Suns",90,"Cleveland Cavaliers",107,2010,"200912020CLE"
"2722",2009-12-02,"10:30p","Houston Rockets",102,"Los Angeles Clippers",85,2010,"200912020LAC"
"2723",2009-12-02,"8:00p","Memphis Grizzlies",97,"Minnesota Timberwolves",95,2010,"200912020MIN"
"2724",2009-12-02,"7:30p","Dallas Mavericks",117,"New Jersey Nets",101,2010,"200912020NA"
"2725",2009-12-02,"8:00p","Philadelphia 76ers",106,"Oklahoma City Thunder",117,2010,"200912020OKC"
"2726",2009-12-02,"7:00p","New York Knicks",104,"Orlando Magic",118,2010,"200912020ORL"
"2727",2009-12-02,"10:00p","Indiana Pacers",105,"Sacramento Kings",110,2010,"200912020SAC"
"2728",2009-12-02,"7:00p","Milwaukee Bucks",102,"Washington Wizards",104,2010,"200912020WAS"
"2729",2009-12-03,"10:30p","Miami Heat",96,"Denver Nuggets",114,2010,"200912030DEN"
"2730",2009-12-03,"10:30p","Houston Rockets",111,"Golden State Warriors",109,2010,"200912030GSW"
"2731",2009-12-03,"8:00p","Boston Celtics",90,"San Antonio Spurs",83,2010,"200912030SAS"
"2732",2009-12-04,"7:30p","New York Knicks",114,"Atlanta Hawks",107,2010,"200912040ATL"
"2733",2009-12-04,"8:00p","Chicago Bulls",87,"Cleveland Cavaliers",101,2010,"200912040CLE"
"2734",2009-12-04,"8:00p","Milwaukee Bucks",96,"Detroit Pistons",105,2010,"200912040DET"
"2735",2009-12-04,"10:30p","Miami Heat",107,"Los Angeles Lakers",108,2010,"200912040LAL"
"2736",2009-12-04,"8:00p","Dallas Mavericks",82,"Memphis Grizzlies",98,2010,"200912040MEM"
"2737",2009-12-04,"8:00p","Charlotte Bobcats",91,"New Jersey Nets",97,2010,"200912040NA"
"2738",2009-12-04,"8:00p","Minnesota Timberwolves",89,"New Orleans Hornets",98,2010,"200912040NA"
"2739",2009-12-04,"8:00p","Boston Celtics",105,"Oklahoma City Thunder",87,2010,"200912040OKC"
"2740",2009-12-04,"9:00p","Indiana Pacers",87,"Utah Jazz",96,2010,"200912040UTA"
"2741",2009-12-04,"7:00p","Toronto Raptors",109,"Washington Wizards",107,2010,"200912040WAS"
"2742",2009-12-05,"7:00p","Philadelphia 76ers",105,"Charlotte Bobcats",106,2010,"200912050CHA"
"2743",2009-12-05,"8:00p","Toronto Raptors",110,"Chicago Bulls",78,2010,"200912050CHI"
