"","game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code"
"9069",2015-01-30,"7:00p","Minnesota Timberwolves",94,"Philadelphia 76ers",103,2015,"201501300PHI"
"9070",2015-01-30,"10:30p","Chicago Bulls",93,"Phoenix Suns",99,2015,"201501300PHO"
"9071",2015-01-30,"9:00p","Golden State Warriors",100,"Utah Jazz",110,2015,"201501300UTA"
"9072",2015-01-31,"7:30p","Philadelphia 76ers",85,"Atlanta Hawks",91,2015,"201501310ATL"
"9073",2015-01-31,"9:00p","Charlotte Hornets",104,"Denver Nuggets",86,2015,"201501310DEN"
"9074",2015-01-31,"7:30p","Houston Rockets",101,"Detroit Pistons",114,2015,"201501310DET"
"9075",2015-01-31,"10:30p","Phoenix Suns",87,"Golden State Warriors",106,2015,"201501310GSW"
"9076",2015-01-31,"7:00p","Sacramento Kings",99,"Indiana Pacers",94,2015,"201501310IND"
"9077",2015-01-31,"8:00p","Oklahoma City Thunder",74,"Memphis Grizzlies",85,2015,"201501310MEM"
"9078",2015-01-31,"8:30p","Portland Trail Blazers",88,"Milwaukee Bucks",95,2015,"201501310MIL"
"9079",2015-01-31,"8:00p","Cleveland Cavaliers",106,"Minnesota Timberwolves",90,2015,"201501310MIN"
"9080",2015-01-31,"7:00p","Dallas Mavericks",108,"Orlando Magic",93,2015,"201501310ORL"
"9081",2015-01-31,"9:00p","Los Angeles Clippers",105,"San Antonio Spurs",85,2015,"201501310SAS"
"9082",2015-01-31,"7:00p","Toronto Raptors",120,"Washington Wizards",116,2015,"201501310WAS"
"9083",2015-02-01,"1:00p","Miami Heat",83,"Boston Celtics",75,2015,"201502010BOS"
"9084",2015-02-01,"2:00p","Los Angeles Lakers",80,"New York Knicks",92,2015,"201502010NYK"
"9085",2015-02-02,"7:30p","Los Angeles Clippers",100,"Brooklyn Nets",102,2015,"201502020BRK"
"9086",2015-02-02,"7:00p","Philadelphia 76ers",84,"Cleveland Cavaliers",97,2015,"201502020CLE"
"9087",2015-02-02,"8:30p","Minnesota Timberwolves",94,"Dallas Mavericks",100,2015,"201502020DAL"
"9088",2015-02-02,"8:00p","Atlanta Hawks",100,"New Orleans Pelicans",115,2015,"201502020NOP"
"9089",2015-02-02,"8:00p","Orlando Magic",97,"Oklahoma City Thunder",104,2015,"201502020OKC"
"9090",2015-02-02,"9:00p","Memphis Grizzlies",102,"Phoenix Suns",101,2015,"201502020PHO"
"9091",2015-02-02,"7:30p","Milwaukee Bucks",82,"Toronto Raptors",75,2015,"201502020TOR"
"9092",2015-02-02,"7:00p","Charlotte Hornets",92,"Washington Wizards",88,2015,"201502020WAS"
"9093",2015-02-03,"7:30p","Miami Heat",91,"Detroit Pistons",108,2015,"201502030DET"
"9094",2015-02-03,"7:30p","Boston Celtics",108,"New York Knicks",97,2015,"201502030NYK"
"9095",2015-02-03,"7:00p","Denver Nuggets",98,"Philadelphia 76ers",105,2015,"201502030PHI"
"9096",2015-02-03,"10:00p","Utah Jazz",102,"Portland Trail Blazers",103,2015,"201502030POR"
"9097",2015-02-03,"10:00p","Golden State Warriors",121,"Sacramento Kings",96,2015,"201502030SAC"
"9098",2015-02-04,"7:30p","Washington Wizards",96,"Atlanta Hawks",105,2015,"201502040ATL"
"9099",2015-02-04,"7:30p","Denver Nuggets",100,"Boston Celtics",104,2015,"201502040BOS"
"9100",2015-02-04,"10:30p","Dallas Mavericks",114,"Golden State Warriors",128,2015,"201502040GSW"
"9101",2015-02-04,"8:00p","Chicago Bulls",90,"Houston Rockets",101,2015,"201502040HOU"
"9102",2015-02-04,"7:00p","Detroit Pistons",109,"Indiana Pacers",114,2015,"201502040IND"
"9103",2015-02-04,"8:00p","Los Angeles Lakers",105,"Milwaukee Bucks",113,2015,"201502040MIL"
"9104",2015-02-04,"8:00p","Miami Heat",101,"Minnesota Timberwolves",102,2015,"201502040MIN"
"9105",2015-02-04,"8:00p","Oklahoma City Thunder",102,"New Orleans Pelicans",91,2015,"201502040NOP"
"9106",2015-02-04,"8:30p","Orlando Magic",103,"San Antonio Spurs",110,2015,"201502040SAS"
"9107",2015-02-04,"7:30p","Brooklyn Nets",109,"Toronto Raptors",93,2015,"201502040TOR"
"9108",2015-02-04,"9:00p","Memphis Grizzlies",100,"Utah Jazz",90,2015,"201502040UTA"
"9109",2015-02-05,"7:00p","Washington Wizards",87,"Charlotte Hornets",94,2015,"201502050CHO"
"9110",2015-02-05,"8:00p","Los Angeles Clippers",94,"Cleveland Cavaliers",105,2015,"201502050CLE"
"9111",2015-02-05,"10:30p","Phoenix Suns",87,"Portland Trail Blazers",108,2015,"201502050POR"
"9112",2015-02-05,"10:00p","Dallas Mavericks",101,"Sacramento Kings",78,2015,"201502050SAC"
"9113",2015-02-06,"7:30p","Golden State Warriors",116,"Atlanta Hawks",124,2015,"201502060ATL"
"9114",2015-02-06,"7:30p","Philadelphia 76ers",96,"Boston Celtics",107,2015,"201502060BOS"
"9115",2015-02-06,"7:00p","New York Knicks",88,"Brooklyn Nets",92,2015,"201502060BRK"
"9116",2015-02-06,"7:30p","Denver Nuggets",88,"Detroit Pistons",98,2015,"201502060DET"
"9117",2015-02-06,"8:00p","Milwaukee Bucks",111,"Houston Rockets",117,2015,"201502060HOU"
"9118",2015-02-06,"7:00p","Cleveland Cavaliers",99,"Indiana Pacers",103,2015,"201502060IND"
"9119",2015-02-06,"8:00p","Memphis Grizzlies",89,"Minnesota Timberwolves",90,2015,"201502060MIN"
"9120",2015-02-06,"8:00p","New Orleans Pelicans",116,"Oklahoma City Thunder",113,2015,"201502060OKC"
"9121",2015-02-06,"7:00p","Los Angeles Lakers",97,"Orlando Magic",103,2015,"201502060ORL"
"9122",2015-02-06,"9:00p","Utah Jazz",93,"Phoenix Suns",100,2015,"201502060PHO"
"9123",2015-02-06,"9:30p","Miami Heat",85,"San Antonio Spurs",98,2015,"201502060SAS"
"9124",2015-02-06,"7:00p","Los Angeles Clippers",107,"Toronto Raptors",123,2015,"201502060TOR"
"9125",2015-02-07,"8:30p","Portland Trail Blazers",101,"Dallas Mavericks",111,2015,"201502070DAL"
"9126",2015-02-07,"8:30p","Boston Celtics",93,"Milwaukee Bucks",96,2015,"201502070MIL"
"9127",2015-02-07,"7:00p","Chicago Bulls",107,"New Orleans Pelicans",72,2015,"201502070NOP"
"9128",2015-02-07,"7:30p","Golden State Warriors",106,"New York Knicks",92,2015,"201502070NYK"
"9129",2015-02-07,"7:30p","Charlotte Hornets",81,"Philadelphia 76ers",89,2015,"201502070PHI"
"9130",2015-02-07,"9:00p","Sacramento Kings",90,"Utah Jazz",102,2015,"201502070UTA"
"9131",2015-02-07,"7:00p","Brooklyn Nets",77,"Washington Wizards",114,2015,"201502070WAS"
"9132",2015-02-08,"6:00p","Indiana Pacers",103,"Charlotte Hornets",102,2015,"201502080CHO"
"9133",2015-02-08,"3:30p","Los Angeles Lakers",105,"Cleveland Cavaliers",120,2015,"201502080CLE"
"9134",2015-02-08,"6:00p","Minnesota Timberwolves",112,"Detroit Pistons",101,2015,"201502080DET"
"9135",2015-02-08,"7:00p","Portland Trail Blazers",109,"Houston Rockets",98,2015,"201502080HOU"
"9136",2015-02-08,"6:00p","Atlanta Hawks",88,"Memphis Grizzlies",94,2015,"201502080MEM"
"9137",2015-02-08,"1:00p","Los Angeles Clippers",108,"Oklahoma City Thunder",131,2015,"201502080OKC"
"9138",2015-02-08,"6:00p","Chicago Bulls",98,"Orlando Magic",97,2015,"201502080ORL"
"9139",2015-02-08,"9:00p","Phoenix Suns",83,"Sacramento Kings",85,2015,"201502080SAC"
"9140",2015-02-08,"7:00p","San Antonio Spurs",82,"Toronto Raptors",87,2015,"201502080TOR"
"9141",2015-02-09,"8:30p","Los Angeles Clippers",115,"Dallas Mavericks",98,2015,"201502090DAL"
"9142",2015-02-09,"9:00p","Oklahoma City Thunder",124,"Denver Nuggets",114,2015,"201502090DEN"
"9143",2015-02-09,"7:00p","San Antonio Spurs",95,"Indiana Pacers",93,2015,"201502090IND"
"9144",2015-02-09,"7:30p","New York Knicks",95,"Miami Heat",109,2015,"201502090MIA"
"9145",2015-02-09,"8:00p","Brooklyn Nets",97,"Milwaukee Bucks",103,2015,"201502090MIL"
"9146",2015-02-09,"8:00p","Atlanta Hawks",117,"Minnesota Timberwolves",105,2015,"201502090MIN"
"9147",2015-02-09,"8:00p","Utah Jazz",100,"New Orleans Pelicans",96,2015,"201502090NOP"
"9148",2015-02-09,"7:00p","Golden State Warriors",89,"Philadelphia 76ers",84,2015,"201502090PHI"
"9149",2015-02-09,"7:00p","Orlando Magic",80,"Washington Wizards",96,2015,"201502090WAS"
"9150",2015-02-10,"8:00p","Sacramento Kings",86,"Chicago Bulls",104,2015,"201502100CHI"
"9151",2015-02-10,"7:00p","Detroit Pistons",106,"Charlotte Hornets",78,2015,"201502100CHO"
"9152",2015-02-10,"10:30p","Denver Nuggets",106,"Los Angeles Lakers",96,2015,"201502100LAL"
"9153",2015-02-10,"8:00p","Brooklyn Nets",86,"Memphis Grizzlies",95,2015,"201502100MEM"
"9154",2015-02-10,"8:00p","Houston Rockets",127,"Phoenix Suns",118,2015,"201502100PHO"
"9155",2015-02-11,"7:30p","Atlanta Hawks",88,"Boston Celtics",89,2015,"201502110BOS"
"9156",2015-02-11,"8:00p","Miami Heat",93,"Cleveland Cavaliers",113,2015,"201502110CLE"
"9157",2015-02-11,"8:30p","Utah Jazz",82,"Dallas Mavericks",87,2015,"201502110DAL"
"9158",2015-02-11,"7:30p","San Antonio Spurs",104,"Detroit Pistons",87,2015,"201502110DET"
"9159",2015-02-11,"10:30p","Houston Rockets",95,"Los Angeles Clippers",110,2015,"201502110LAC"
"9160",2015-02-11,"8:00p","Sacramento Kings",103,"Milwaukee Bucks",111,2015,"201502110MIL"
"9161",2015-02-11,"8:00p","Golden State Warriors",94,"Minnesota Timberwolves",91,2015,"201502110MIN"
"9162",2015-02-11,"8:00p","Indiana Pacers",106,"New Orleans Pelicans",93,2015,"201502110NOP"
"9163",2015-02-11,"8:00p","Memphis Grizzlies",89,"Oklahoma City Thunder",105,2015,"201502110OKC"
"9164",2015-02-11,"7:00p","New York Knicks",83,"Orlando Magic",89,2015,"201502110ORL"
"9165",2015-02-11,"10:00p","Los Angeles Lakers",86,"Portland Trail Blazers",102,2015,"201502110POR"
"9166",2015-02-11,"7:30p","Washington Wizards",93,"Toronto Raptors",95,2015,"201502110TOR"
"9167",2015-02-12,"8:00p","Cleveland Cavaliers",98,"Chicago Bulls",113,2015,"201502120CHI"
"9168",2015-02-19,"10:30p","San Antonio Spurs",115,"Los Angeles Clippers",119,2015,"201502190LAC"
"9169",2015-02-19,"8:00p","Dallas Mavericks",89,"Oklahoma City Thunder",104,2015,"201502190OKC"
"9170",2015-02-20,"7:30p","Toronto Raptors",105,"Atlanta Hawks",80,2015,"201502200ATL"
"9171",2015-02-20,"8:30p","Houston Rockets",100,"Dallas Mavericks",111,2015,"201502200DAL"
"9172",2015-02-20,"7:30p","Chicago Bulls",91,"Detroit Pistons",100,2015,"201502200DET"
"9173",2015-02-20,"10:30p","San Antonio Spurs",99,"Golden State Warriors",110,2015,"201502200GSW"
"9174",2015-02-20,"10:30p","Brooklyn Nets",114,"Los Angeles Lakers",105,2015,"201502200LAL"
"9175",2015-02-20,"8:30p","Denver Nuggets",81,"Milwaukee Bucks",89,2015,"201502200MIL"
"9176",2015-02-20,"8:00p","Phoenix Suns",109,"Minnesota Timberwolves",111,2015,"201502200MIN"
"9177",2015-02-20,"7:30p","Miami Heat",111,"New York Knicks",87,2015,"201502200NYK"
"9178",2015-02-20,"7:00p","New Orleans Pelicans",84,"Orlando Magic",95,2015,"201502200ORL"
"9179",2015-02-20,"7:00p","Indiana Pacers",106,"Philadelphia 76ers",95,2015,"201502200PHI"
"9180",2015-02-20,"10:00p","Boston Celtics",101,"Sacramento Kings",109,2015,"201502200SAC"
"9181",2015-02-20,"9:00p","Portland Trail Blazers",76,"Utah Jazz",92,2015,"201502200UTA"
"9182",2015-02-20,"8:00p","Cleveland Cavaliers",127,"Washington Wizards",89,2015,"201502200WAS"
"9183",2015-02-21,"8:00p","Phoenix Suns",107,"Chicago Bulls",112,2015,"201502210CHI"
"9184",2015-02-21,"7:00p","Oklahoma City Thunder",110,"Charlotte Hornets",103,2015,"201502210CHO"
"9185",2015-02-21,"8:00p","Toronto Raptors",76,"Houston Rockets",98,2015,"201502210HOU"
"9186",2015-02-21,"10:00p","Sacramento Kings",99,"Los Angeles Clippers",126,2015,"201502210LAC"
"9187",2015-02-21,"7:30p","New Orleans Pelicans",105,"Miami Heat",91,2015,"201502210MIA"
"9188",2015-02-22,"7:30p","Charlotte Hornets",81,"Dallas Mavericks",92,2015,"201502220DAL"
"9189",2015-02-22,"3:30p","Washington Wizards",89,"Detroit Pistons",106,2015,"201502220DET"
"9190",2015-02-22,"6:00p","Golden State Warriors",98,"Indiana Pacers",104,2015,"201502220IND"
"9191",2015-02-22,"9:30p","Boston Celtics",111,"Los Angeles Lakers",118,2015,"201502220LAL"
"9192",2015-02-22,"3:30p","Atlanta Hawks",97,"Milwaukee Bucks",86,2015,"201502220MIL"
"9193",2015-02-22,"1:00p","Cleveland Cavaliers",101,"New York Knicks",83,2015,"201502220NYK"
"9194",2015-02-22,"7:00p","Denver Nuggets",94,"Oklahoma City Thunder",119,2015,"201502220OKC"
"9195",2015-02-22,"6:00p","Philadelphia 76ers",98,"Orlando Magic",103,2015,"201502220ORL"
"9196",2015-02-22,"9:00p","Memphis Grizzlies",98,"Portland Trail Blazers",92,2015,"201502220POR"
"9197",2015-02-23,"8:00p","Milwaukee Bucks",71,"Chicago Bulls",87,2015,"201502230CHI"
"9198",2015-02-23,"9:00p","Brooklyn Nets",110,"Denver Nuggets",82,2015,"201502230DEN"
"9199",2015-02-23,"8:00p","Minnesota Timberwolves",102,"Houston Rockets",113,2015,"201502230HOU"
"9200",2015-02-23,"10:30p","Memphis Grizzlies",90,"Los Angeles Clippers",87,2015,"201502230LAC"
"9201",2015-02-23,"7:30p","Philadelphia 76ers",108,"Miami Heat",119,2015,"201502230MIA"
"9202",2015-02-23,"8:00p","Toronto Raptors",97,"New Orleans Pelicans",100,2015,"201502230NOP"
"9203",2015-02-23,"9:00p","Boston Celtics",115,"Phoenix Suns",110,2015,"201502230PHO"
"9204",2015-02-23,"9:00p","San Antonio Spurs",81,"Utah Jazz",90,2015,"201502230UTA"
"9205",2015-02-24,"8:30p","Toronto Raptors",92,"Dallas Mavericks",99,2015,"201502240DAL"
"9206",2015-02-24,"7:30p","Cleveland Cavaliers",102,"Detroit Pistons",93,2015,"201502240DET"
"9207",2015-02-24,"8:00p","Indiana Pacers",92,"Oklahoma City Thunder",105,2015,"201502240OKC"
"9208",2015-02-24,"7:00p","Golden State Warriors",114,"Washington Wizards",107,2015,"201502240WAS"
"9209",2015-02-25,"7:30p","Dallas Mavericks",87,"Atlanta Hawks",104,2015,"201502250ATL"
"9210",2015-02-25,"7:30p","New York Knicks",94,"Boston Celtics",115,2015,"201502250BOS"
"9211",2015-02-25,"8:00p","Charlotte Hornets",98,"Chicago Bulls",86,2015,"201502250CHI"
"9212",2015-02-25,"9:00p","Phoenix Suns",110,"Denver Nuggets",96,2015,"201502250DEN"
"9213",2015-02-25,"8:00p","Los Angeles Clippers",105,"Houston Rockets",110,2015,"201502250HOU"
"9214",2015-02-25,"8:00p","Philadelphia 76ers",88,"Milwaukee Bucks",104,2015,"201502250MIL"
"9215",2015-02-25,"8:00p","Washington Wizards",77,"Minnesota Timberwolves",97,2015,"201502250MIN"
"9216",2015-02-25,"8:00p","Brooklyn Nets",96,"New Orleans Pelicans",102,2015,"201502250NOP"
"9217",2015-02-25,"7:00p","Miami Heat",93,"Orlando Magic",90,2015,"201502250ORL"
"9218",2015-02-25,"10:30p","San Antonio Spurs",95,"Portland Trail Blazers",111,2015,"201502250POR"
"9219",2015-02-25,"10:00p","Memphis Grizzlies",90,"Sacramento Kings",102,2015,"201502250SAC"
"9220",2015-02-25,"9:00p","Los Angeles Lakers",100,"Utah Jazz",97,2015,"201502250UTA"
"9221",2015-02-26,"8:00p","Golden State Warriors",99,"Cleveland Cavaliers",110,2015,"201502260CLE"
"9222",2015-02-26,"10:30p","Oklahoma City Thunder",113,"Phoenix Suns",117,2015,"201502260PHO"
"9223",2015-02-27,"7:30p","Orlando Magic",88,"Atlanta Hawks",95,2015,"201502270ATL"
"9224",2015-02-27,"7:30p","Charlotte Hornets",98,"Boston Celtics",106,2015,"201502270BOS"
"9225",2015-02-27,"8:00p","Minnesota Timberwolves",89,"Chicago Bulls",96,2015,"201502270CHI"
"9226",2015-02-27,"9:00p","Utah Jazz",104,"Denver Nuggets",82,2015,"201502270DEN"
"9227",2015-02-27,"7:30p","New York Knicks",121,"Detroit Pistons",115,2015,"201502270DET"
"9228",2015-02-27,"8:00p","Brooklyn Nets",98,"Houston Rockets",102,2015,"201502270HOU"
"9229",2015-02-27,"7:00p","Cleveland Cavaliers",86,"Indiana Pacers",93,2015,"201502270IND"
"9230",2015-02-27,"10:30p","Milwaukee Bucks",93,"Los Angeles Lakers",101,2015,"201502270LAL"
"9231",2015-02-27,"8:00p","Los Angeles Clippers",97,"Memphis Grizzlies",79,2015,"201502270MEM"
"9232",2015-02-27,"8:00p","Miami Heat",102,"New Orleans Pelicans",104,2015,"201502270NOP"
"9233",2015-02-27,"7:00p","Washington Wizards",81,"Philadelphia 76ers",89,2015,"201502270PHI"
"9234",2015-02-27,"10:30p","Oklahoma City Thunder",112,"Portland Trail Blazers",115,2015,"201502270POR"
"9235",2015-02-27,"10:00p","San Antonio Spurs",107,"Sacramento Kings",96,2015,"201502270SAC"
"9236",2015-02-27,"7:30p","Golden State Warriors",113,"Toronto Raptors",89,2015,"201502270TOR"
"9237",2015-02-28,"8:30p","Brooklyn Nets",104,"Dallas Mavericks",94,2015,"201502280DAL"
"9238",2015-02-28,"7:30p","Atlanta Hawks",93,"Miami Heat",91,2015,"201502280MIA"
"9239",2015-02-28,"8:00p","Memphis Grizzlies",101,"Minnesota Timberwolves",97,2015,"201502280MIN"
"9240",2015-02-28,"7:30p","Toronto Raptors",98,"New York Knicks",103,2015,"201502280NYK"
"9241",2015-02-28,"9:00p","San Antonio Spurs",101,"Phoenix Suns",74,2015,"201502280PHO"
"9242",2015-02-28,"9:00p","Milwaukee Bucks",75,"Utah Jazz",82,2015,"201502280UTA"
"9243",2015-02-28,"7:00p","Detroit Pistons",95,"Washington Wizards",99,2015,"201502280WAS"
"9244",2015-03-01,"6:00p","Golden State Warriors",106,"Boston Celtics",101,2015,"201503010BOS"
"9245",2015-03-01,"1:00p","Los Angeles Clippers",96,"Chicago Bulls",86,2015,"201503010CHI"
"9246",2015-03-01,"8:00p","New Orleans Pelicans",99,"Denver Nuggets",92,2015,"201503010DEN"
"9247",2015-03-01,"3:30p","Cleveland Cavaliers",103,"Houston Rockets",105,2015,"201503010HOU"
"9248",2015-03-01,"6:00p","Philadelphia 76ers",74,"Indiana Pacers",94,2015,"201503010IND"
"9249",2015-03-01,"6:30p","Oklahoma City Thunder",108,"Los Angeles Lakers",101,2015,"201503010LAL"
"9250",2015-03-01,"6:00p","Charlotte Hornets",98,"Orlando Magic",83,2015,"201503010ORL"
"9251",2015-03-01,"6:00p","Portland Trail Blazers",110,"Sacramento Kings",99,2015,"201503010SAC"
"9252",2015-03-02,"7:30p","Golden State Warriors",108,"Brooklyn Nets",110,2015,"201503020BRK"
"9253",2015-03-02,"8:30p","New Orleans Pelicans",93,"Dallas Mavericks",102,2015,"201503020DAL"
"9254",2015-03-02,"7:30p","Phoenix Suns",98,"Miami Heat",115,2015,"201503020MIA"
"9255",2015-03-02,"8:00p","Los Angeles Clippers",110,"Minnesota Timberwolves",105,2015,"201503020MIN"
"9256",2015-03-02,"7:00p","Toronto Raptors",114,"Philadelphia 76ers",103,2015,"201503020PHI"
"9257",2015-03-03,"7:30p","Houston Rockets",96,"Atlanta Hawks",104,2015,"201503030ATL"
"9258",2015-03-03,"8:00p","Washington Wizards",92,"Chicago Bulls",97,2015,"201503030CHI"
"9259",2015-03-03,"7:00p","Los Angeles Lakers",103,"Charlotte Hornets",104,2015,"201503030CHO"
"9260",2015-03-03,"7:00p","Boston Celtics",79,"Cleveland Cavaliers",110,2015,"201503030CLE"
"9261",2015-03-03,"9:00p","Milwaukee Bucks",95,"Denver Nuggets",106,2015,"201503030DEN"
"9262",2015-03-03,"8:00p","Utah Jazz",93,"Memphis Grizzlies",82,2015,"201503030MEM"
"9263",2015-03-03,"7:00p","Sacramento Kings",124,"New York Knicks",86,2015,"201503030NYK"
"9264",2015-03-04,"7:30p","Utah Jazz",84,"Boston Celtics",85,2015,"201503040BOS"
"9265",2015-03-04,"7:30p","Charlotte Hornets",115,"Brooklyn Nets",91,2015,"201503040BRK"
"9266",2015-03-04,"10:30p","Milwaukee Bucks",93,"Golden State Warriors",102,2015,"201503040GSW"
"9267",2015-03-04,"8:00p","Memphis Grizzlies",102,"Houston Rockets",100,2015,"201503040HOU"
"9268",2015-03-04,"7:00p","New York Knicks",82,"Indiana Pacers",105,2015,"201503040IND"
"9269",2015-03-04,"10:30p","Portland Trail Blazers",98,"Los Angeles Clippers",93,2015,"201503040LAC"
"9270",2015-03-04,"8:00p","Los Angeles Lakers",94,"Miami Heat",100,2015,"201503040MIA"
"9271",2015-03-04,"8:00p","Denver Nuggets",100,"Minnesota Timberwolves",85,2015,"201503040MIN"
"9272",2015-03-04,"8:00p","Detroit Pistons",85,"New Orleans Pelicans",88,2015,"201503040NOP"
"9273",2015-03-04,"8:00p","Philadelphia 76ers",118,"Oklahoma City Thunder",123,2015,"201503040OKC"
"9274",2015-03-04,"7:00p","Phoenix Suns",105,"Orlando Magic",100,2015,"201503040ORL"
"9275",2015-03-04,"8:30p","Sacramento Kings",85,"San Antonio Spurs",112,2015,"201503040SAS"
"9276",2015-03-04,"7:30p","Cleveland Cavaliers",120,"Toronto Raptors",112,2015,"201503040TOR"
"9277",2015-03-05,"8:00p","Oklahoma City Thunder",105,"Chicago Bulls",108,2015,"201503050CHI"
"9278",2015-03-05,"10:30p","Dallas Mavericks",75,"Portland Trail Blazers",94,2015,"201503050POR"
"9279",2015-03-06,"7:30p","Cleveland Cavaliers",97,"Atlanta Hawks",106,2015,"201503060ATL"
"9280",2015-03-06,"8:00p","Phoenix Suns",108,"Brooklyn Nets",100,2015,"201503060BRK"
"9281",2015-03-06,"7:00p","Toronto Raptors",94,"Charlotte Hornets",103,2015,"201503060CHO"
"9282",2015-03-06,"10:30p","Dallas Mavericks",89,"Golden State Warriors",104,2015,"201503060GSW"
"9283",2015-03-06,"8:00p","Detroit Pistons",93,"Houston Rockets",103,2015,"201503060HOU"
"9284",2015-03-06,"7:00p","Chicago Bulls",84,"Indiana Pacers",98,2015,"201503060IND"
"9285",2015-03-06,"8:00p","Los Angeles Lakers",90,"Memphis Grizzlies",97,2015,"201503060MEM"
"9286",2015-03-06,"8:00p","Boston Celtics",104,"New Orleans Pelicans",98,2015,"201503060NOP"
"9287",2015-03-06,"7:00p","Sacramento Kings",114,"Orlando Magic",119,2015,"201503060ORL"
"9288",2015-03-06,"7:00p","Utah Jazz",89,"Philadelphia 76ers",83,2015,"201503060PHI"
"9289",2015-03-06,"8:30p","Denver Nuggets",111,"San Antonio Spurs",120,2015,"201503060SAS"
"9290",2015-03-06,"7:00p","Miami Heat",97,"Washington Wizards",99,2015,"201503060WAS"
"9291",2015-03-07,"7:30p","Phoenix Suns",79,"Cleveland Cavaliers",89,2015,"201503070CLE"
"9292",2015-03-07,"9:00p","Houston Rockets",114,"Denver Nuggets",100,2015,"201503070DEN"
"9293",2015-03-07,"7:30p","Sacramento Kings",109,"Miami Heat",114,2015,"201503070MIA"
"9294",2015-03-07,"8:30p","Washington Wizards",85,"Milwaukee Bucks",91,2015,"201503070MIL"
"9295",2015-03-07,"8:00p","Portland Trail Blazers",113,"Minnesota Timberwolves",121,2015,"201503070MIN"
"9296",2015-03-07,"7:00p","Memphis Grizzlies",89,"New Orleans Pelicans",95,2015,"201503070NOP"
"9297",2015-03-07,"7:30p","Indiana Pacers",92,"New York Knicks",86,2015,"201503070NYK"
"9298",2015-03-07,"7:30p","Atlanta Hawks",84,"Philadelphia 76ers",92,2015,"201503070PHI"
"9299",2015-03-08,"6:00p","Utah Jazz",95,"Brooklyn Nets",88,2015,"201503080BRK"
"9300",2015-03-08,"6:00p","Charlotte Hornets",108,"Detroit Pistons",101,2015,"201503080DET"
"9301",2015-03-08,"3:30p","Los Angeles Clippers",98,"Golden State Warriors",106,2015,"201503080GSW"
"9302",2015-03-08,"9:30p","Dallas Mavericks",100,"Los Angeles Lakers",93,2015,"201503080LAL"
"9303",2015-03-08,"7:00p","Toronto Raptors",104,"Oklahoma City Thunder",108,2015,"201503080OKC"
"9304",2015-03-08,"6:00p","Boston Celtics",98,"Orlando Magic",103,2015,"201503080ORL"
"9305",2015-03-08,"1:00p","Chicago Bulls",105,"San Antonio Spurs",116,2015,"201503080SAS"
"9306",2015-03-09,"7:30p","Sacramento Kings",105,"Atlanta Hawks",130,2015,"201503090ATL"
"9307",2015-03-09,"8:00p","Memphis Grizzlies",101,"Chicago Bulls",91,2015,"201503090CHI"
"9308",2015-03-09,"7:00p","Washington Wizards",95,"Charlotte Hornets",69,2015,"201503090CHO"
"9309",2015-03-09,"9:00p","New York Knicks",78,"Denver Nuggets",106,2015,"201503090DEN"
"9310",2015-03-09,"10:30p","Minnesota Timberwolves",76,"Los Angeles Clippers",89,2015,"201503090LAC"
"9311",2015-03-09,"7:30p","Boston Celtics",100,"Miami Heat",90,2015,"201503090MIA"
"9312",2015-03-09,"8:00p","New Orleans Pelicans",114,"Milwaukee Bucks",103,2015,"201503090MIL"
"9313",2015-03-09,"10:00p","Golden State Warriors",98,"Phoenix Suns",80,2015,"201503090PHO"
"9314",2015-03-10,"7:30p","New Orleans Pelicans",111,"Brooklyn Nets",91,2015,"201503100BRK"
"9315",2015-03-10,"8:30p","Cleveland Cavaliers",127,"Dallas Mavericks",94,2015,"201503100DAL"
"9316",2015-03-10,"7:00p","Orlando Magic",86,"Indiana Pacers",118,2015,"201503100IND"
"9317",2015-03-10,"10:30p","Detroit Pistons",85,"Los Angeles Lakers",93,2015,"201503100LAL"
"9318",2015-03-10,"8:30p","Toronto Raptors",107,"San Antonio Spurs",117,2015,"201503100SAS"
"9319",2015-03-10,"9:00p","New York Knicks",82,"Utah Jazz",87,2015,"201503100UTA"
"9320",2015-03-11,"7:30p","Memphis Grizzlies",92,"Boston Celtics",95,2015,"201503110BOS"
"9321",2015-03-11,"7:00p","Sacramento Kings",113,"Charlotte Hornets",106,2015,"201503110CHO"
"9322",2015-03-11,"9:00p","Atlanta Hawks",102,"Denver Nuggets",115,2015,"201503110DEN"
"9323",2015-03-11,"10:30p","Detroit Pistons",98,"Golden State Warriors",105,2015,"201503110GSW"
"9324",2015-03-11,"7:30p","Brooklyn Nets",98,"Miami Heat",104,2015,"201503110MIA"
"9325",2015-03-11,"8:00p","Orlando Magic",91,"Milwaukee Bucks",97,2015,"201503110MIL"
"9326",2015-03-11,"8:00p","Los Angeles Clippers",120,"Oklahoma City Thunder",108,2015,"201503110OKC"
"9327",2015-03-11,"7:00p","Chicago Bulls",104,"Philadelphia 76ers",95,2015,"201503110PHI"
"9328",2015-03-11,"10:00p","Minnesota Timberwolves",97,"Phoenix Suns",106,2015,"201503110PHO"
"9329",2015-03-11,"10:30p","Houston Rockets",100,"Portland Trail Blazers",105,2015,"201503110POR"
"9330",2015-03-12,"7:00p","Milwaukee Bucks",103,"Indiana Pacers",109,2015,"201503120IND"
